fps,low1pct,cpu_ms,gpu_ms,Gameplay Update,Physics,Render Collect,Shadow Pass,Scene Pass (FBX),Sprite Pass,Effect Update,Effect Draw,Debug/ImGui,gpu_shadow,gpu_scene,gpu_effect,gpu_sprite,effect_calls,effect_verts,effect_instances
60.0,58.3,16.67,3.96,0.11,0.25,0.01,0.68,1.41,0.20,1.84,2.52,0.24,0.735,2.936,0.303,0.008,137,56768,9463
60.0,58.3,16.66,3.88,0.15,0.26,0.01,0.65,1.29,0.17,1.97,2.81,0.25,0.716,2.950,0.390,0.003,151,61040,8416
60.0,58.0,16.67,3.44,0.15,0.21,0.01,0.55,1.16,0.17,2.09,3.48,0.26,0.761,2.940,0.571,0.004,196,111268,15982
60.0,58.0,16.67,3.68,0.14,0.20,0.01,0.49,1.02,0.17,2.38,4.18,0.28,0.725,1.543,0.621,0.004,173,107512,16732
60.0,58.0,16.67,3.73,0.13,0.18,0.01,0.48,1.01,0.18,2.20,3.36,0.27,0.690,2.808,0.425,0.014,126,64132,9818
60.0,58.0,16.67,4.19,0.13,0.27,0.01,0.66,1.40,0.19,1.98,2.66,0.24,0.754,2.991,0.348,0.003,133,56624,7610
60.0,58.0,16.67,5.23,0.15,0.25,0.01,0.67,1.44,0.19,1.69,2.53,0.24,2.963,2.612,0.563,0.008,142,46284,5705
60.0,58.0,16.67,4.25,0.17,0.23,0.01,0.66,1.37,0.17,1.73,2.68,0.24,0.695,2.829,0.306,0.006,146,41760,5937
60.0,58.0,16.67,3.90,0.18,0.24,0.01,0.75,1.50,0.18,1.83,2.58,0.24,0.705,2.820,0.346,0.014,151,52440,8379
60.0,58.0,16.67,3.50,0.14,0.20,0.01,0.54,1.11,0.18,1.87,2.97,0.26,0.692,1.486,0.425,0.004,154,94264,11582
60.0,58.5,16.67,3.68,0.12,0.22,0.01,0.55,1.20,0.18,1.98,3.09,0.26,0.751,2.951,0.436,0.004,153,59792,6337
60.0,58.5,16.67,4.11,0.12,0.24,0.01,0.74,1.57,0.22,1.57,2.67,0.24,0.779,1.614,0.460,0.006,167,56444,5309
60.0,58.5,16.67,4.13,0.19,0.25,0.01,0.64,1.36,0.21,1.88,3.17,0.25,0.751,1.590,0.520,0.004,211,75872,11591
60.0,58.0,16.67,3.52,0.09,0.20,0.01,0.50,1.05,0.14,2.01,3.73,0.27,0.672,1.538,0.549,0.004,189,88344,15940
60.0,58.0,16.67,4.87,0.13,0.21,0.01,0.50,1.03,0.16,2.35,3.83,0.28,0.707,2.957,0.455,0.004,140,72152,13235
60.0,58.0,16.67,3.75,0.10,0.21,0.01,0.50,1.02,0.18,2.34,3.06,0.26,0.716,2.898,0.406,0.004,118,85412,13297
60.0,58.0,16.67,3.47,0.13,0.24,0.01,0.59,1.21,0.21,2.03,2.71,0.25,0.766,3.026,0.361,0.006,108,70368,8413
60.0,58.0,16.67,4.12,0.17,0.27,0.01,0.75,1.61,0.26,1.63,2.43,0.26,0.761,2.935,0.266,0.007,114,30980,1682
60.0,58.0,16.67,3.96,0.19,0.35,0.02,0.95,2.08,0.26,1.41,2.43,0.28,0.750,2.919,0.281,0.004,112,32756,4079
60.0,58.0,16.66,4.13,0.15,0.33,0.01,0.81,1.68,0.18,1.90,2.40,0.26,0.725,2.966,0.257,0.009,112,42188,6603
60.0,58.0,16.67,3.81,0.16,0.25,0.01,0.69,1.40,0.15,1.92,2.70,0.25,0.738,2.937,0.348,0.008,142,55372,8200
60.0,58.1,16.67,4.16,0.15,0.24,0.02,0.50,1.07,0.15,1.81,2.72,0.26,3.058,2.407,0.723,0.026,164,66536,9825
60.0,58.1,16.67,4.43,0.13,0.22,0.02,0.50,1.06,0.14,2.06,3.57,0.28,0.814,3.156,0.592,0.004,171,107516,14489
60.0,58.1,16.67,3.76,0.11,0.23,0.01,0.54,1.11,0.15,2.20,3.74,0.26,0.815,1.827,0.507,0.002,146,78172,13315
60.0,58.1,16.67,3.77,0.11,0.24,0.01,0.54,1.13,0.15,2.06,3.05,0.27,0.808,1.821,0.358,0.004,138,63800,10300
60.0,58.1,16.67,3.39,0.15,0.24,0.02,0.56,1.12,0.14,1.83,2.79,0.26,0.814,1.773,0.330,0.003,149,57796,9130
60.0,58.6,16.67,3.88,0.15,0.24,0.01,0.55,1.15,0.16,1.86,2.57,0.24,0.767,1.647,0.313,0.013,133,47764,7109
60.0,58.6,16.67,3.95,0.15,0.22,0.01,0.46,1.18,0.17,1.59,3.04,0.30,0.746,1.651,0.335,0.007,149,47576,5658
60.0,58.6,16.67,4.12,0.10,0.20,0.01,0.51,1.08,0.18,1.56,2.43,0.26,0.811,3.128,0.375,0.008,154,75148,10143
60.0,58.5,16.66,4.90,0.10,0.20,0.01,0.56,1.15,0.18,1.91,3.07,0.27,3.135,2.668,0.914,0.014,156,91540,11228
60.0,58.5,16.67,4.09,0.12,0.24,0.01,0.59,1.23,0.16,1.73,2.96,0.25,0.773,3.063,0.492,0.004,161,57092,4588
60.0,57.2,16.66,3.94,0.17,0.26,0.01,0.66,1.40,0.19,1.61,2.83,0.24,0.787,1.668,0.485,0.003,179,59940,5674
60.0,57.2,16.67,3.78,0.20,0.24,0.01,0.57,1.18,0.17,1.92,3.03,0.24,0.738,1.637,0.515,0.003,197,69804,9762
60.0,57.2,16.67,3.49,0.12,0.20,0.01,0.48,1.00,0.16,2.19,3.77,0.26,0.710,2.932,0.568,0.012,194,93308,16439
60.0,57.2,16.67,3.98,0.10,0.19,0.01,0.52,1.11,0.17,2.38,3.97,0.28,0.828,1.789,0.479,0.012,156,81052,14924
60.0,57.2,16.67,3.63,0.12,0.21,0.01,0.54,1.10,0.15,2.31,3.41,0.26,0.810,1.780,0.454,0.013,122,96116,13511
60.0,57.2,16.67,3.80,0.10,0.21,0.01,0.58,1.17,0.15,2.13,2.74,0.25,0.819,1.730,0.367,0.012,92,64648,7883
60.0,57.2,16.67,5.79,0.14,0.29,0.01,0.88,1.73,0.21,1.71,2.29,0.26,0.795,2.866,0.260,0.014,95,26756,1235
60.0,58.2,16.67,3.65,0.14,0.23,0.01,0.60,1.40,0.17,1.13,1.73,0.26,0.714,1.544,0.250,0.009,116,31204,3681
60.0,57.9,16.67,3.68,0.21,0.31,0.02,0.78,1.62,0.26,1.88,2.45,0.26,0.655,2.825,0.275,0.004,115,33648,6145
60.0,57.9,16.67,4.06,0.12,0.26,0.01,0.74,1.50,0.21,2.11,2.66,0.26,0.741,2.919,0.296,0.004,129,45868,7673
60.0,57.9,16.67,3.81,0.11,0.24,0.01,0.67,1.36,0.18,1.95,2.61,0.24,0.749,1.675,0.379,0.013,145,60020,10199
60.0,57.9,16.67,3.56,0.17,0.21,0.01,0.53,1.10,0.14,2.09,3.27,0.26,0.740,1.617,0.582,0.004,171,106876,13142
60.0,57.9,16.66,3.51,0.14,0.24,0.01,0.51,1.05,0.14,2.29,3.89,0.27,0.717,2.966,0.541,0.004,166,79856,12897
60.0,57.9,16.66,3.74,0.12,0.20,0.01,0.49,1.05,0.16,1.99,3.12,0.26,0.931,2.310,0.566,0.006,132,69428,12216
60.0,57.9,16.67,4.82,0.11,0.24,0.02,0.52,1.10,0.18,1.90,2.82,0.25,0.836,3.132,0.343,0.005,138,57792,9406
60.0,57.9,16.67,3.76,0.10,0.24,0.01,0.56,1.19,0.15,1.66,2.64,0.29,0.810,1.781,0.330,0.004,134,47280,7377
60.0,57.2,16.67,3.91,0.14,0.25,0.01,0.69,1.43,0.17,1.82,2.57,0.27,0.818,1.784,0.354,0.009,143,44688,5265
60.0,57.2,16.67,4.00,0.14,0.25,0.01,0.71,1.51,0.17,2.07,2.83,0.25,0.797,3.070,0.368,0.003,156,73596,10589
60.0,57.2,16.67,4.01,0.12,0.25,0.01,0.58,1.18,0.16,2.02,3.09,0.26,0.764,3.017,0.404,0.004,157,86632,11069
60.0,57.2,16.67,3.49,0.19,0.23,0.01,0.52,1.09,0.18,1.77,2.83,0.27,0.722,1.638,0.429,0.004,160,53528,4506
60.0,57.2,16.67,3.90,0.12,0.25,0.01,0.73,1.48,0.24,1.72,2.77,0.24,0.790,1.775,0.499,0.003,187,61832,6609
60.0,57.2,16.67,5.23,0.08,0.25,0.01,0.56,1.20,0.18,1.76,2.95,0.24,3.053,2.729,0.893,0.014,170,68844,8960
60.0,57.2,16.67,3.78,0.10,0.25,0.01,0.52,1.10,0.14,2.16,3.88,0.27,0.781,1.729,0.600,0.004,189,90200,14937
60.0,57.2,16.67,3.75,0.10,0.24,0.01,0.51,1.07,0.12,2.27,3.95,0.28,0.818,1.717,0.536,0.009,171,92296,17241
60.0,58.0,16.67,3.40,0.18,0.20,0.01,0.51,1.04,0.15,2.44,3.93,0.28,0.739,1.629,0.511,0.014,133,101988,13995
60.0,58.0,16.66,3.80,0.15,0.22,0.01,0.52,1.07,0.18,1.99,2.94,0.26,0.667,2.844,0.350,0.014,110,51996,5895
60.0,58.3,16.67,3.95,0.15,0.28,0.01,0.84,1.75,0.27,1.43,1.95,0.29,0.759,3.013,0.275,0.006,94,25692,1287
60.0,58.3,16.67,4.08,0.14,0.30,0.02,0.95,2.02,0.28,1.75,2.26,0.27,0.745,2.938,0.245,0.012,104,30900,4907
60.0,58.3,16.67,4.04,0.21,0.24,0.01,0.79,1.63,0.22,1.93,2.50,0.25,0.752,2.906,0.238,0.015,132,45484,8233
60.0,58.3,16.67,5.15,0.17,0.25,0.01,0.56,1.18,0.17,1.93,2.47,0.24,0.780,3.026,0.334,0.008,142,47320,7083
60.0,57.8,16.66,3.94,0.15,0.24,0.01,0.55,1.15,0.19,2.07,2.77,0.25,0.703,2.920,0.398,0.004,156,90464,13072
60.0,57.8,16.67,3.47,0.10,0.23,0.01,0.49,1.00,0.19,2.13,3.23,0.26,0.740,1.613,0.532,0.005,142,99796,13390
60.0,57.8,16.67,3.67,0.10,0.23,0.01,0.54,1.10,0.17,2.20,3.16,0.26,0.795,1.774,0.453,0.013,129,66928,10018
60.0,57.8,16.67,3.58,0.14,0.22,0.01,0.53,1.11,0.19,1.82,2.90,0.25,0.806,1.741,0.371,0.011,137,68532,11816
60.0,57.8,16.66,3.54,0.14,0.22,0.01,0.52,1.06,0.18,1.97,3.28,0.27,0.820,1.690,0.361,0.010,177,65372,10119
60.0,57.8,16.67,3.62,0.11,0.21,0.01,0.48,1.01,0.17,1.77,3.19,0.26,0.759,2.989,0.382,0.009,174,57712,7575
60.0,57.8,16.67,4.09,0.16,0.27,0.01,0.60,1.24,0.24,1.68,2.71,0.25,0.943,2.116,0.567,0.012,144,48132,5712
60.0,58.1,16.66,5.34,0.12,0.26,0.01,0.54,1.07,0.20,1.93,2.80,0.25,0.852,2.083,0.663,0.024,140,92304,10652
60.0,58.1,16.67,4.08,0.19,0.26,0.01,0.56,1.13,0.20,2.00,3.01,0.26,0.752,1.683,0.419,0.005,163,80788,9265
60.0,58.1,16.67,3.60,0.15,0.23,0.01,0.60,1.25,0.22,1.66,2.79,0.24,0.711,2.951,0.492,0.009,178,59208,4549
60.0,58.1,16.67,3.08,0.12,0.23,0.01,0.52,1.11,0.17,1.63,2.91,0.24,0.707,1.566,0.536,0.003,185,70480,8582
60.0,58.1,16.67,3.51,0.15,0.26,0.01,0.47,1.03,0.17,1.77,3.26,0.26,0.736,1.534,0.526,0.012,190,71464,9667
60.0,58.1,16.67,3.27,0.11,0.20,0.01,0.46,0.95,0.16,2.10,3.95,0.27,0.691,1.504,0.546,0.009,180,82420,13607
60.0,58.1,16.66,3.54,0.14,0.26,0.01,0.47,1.00,0.17,2.35,3.96,0.27,0.774,1.714,0.497,0.010,163,101968,19564
60.0,58.4,16.67,3.70,0.10,0.20,0.01,0.49,1.03,0.15,2.45,3.96,0.29,0.772,1.612,0.473,0.015,120,97672,13874
60.0,58.4,16.67,4.73,0.14,0.19,0.01,0.53,1.10,0.16,2.00,2.69,0.25,2.851,2.346,0.474,0.036,102,40904,4133
60.0,57.9,16.67,5.16,0.16,0.30,0.01,0.92,1.97,0.21,1.38,2.05,0.27,0.671,2.769,0.252,0.003,96,23800,1157
60.0,57.9,16.67,3.88,0.21,0.33,0.01,0.86,1.80,0.22,1.73,2.37,0.27,0.666,2.845,0.244,0.003,123,33788,5260
60.0,57.9,16.67,3.58,0.13,0.27,0.01,0.60,1.26,0.17,1.81,2.36,0.25,0.671,2.791,0.236,0.007,124,44300,8743
60.0,57.9,16.67,3.64,0.15,0.22,0.01,0.58,1.20,0.15,1.58,2.42,0.26,0.768,1.626,0.321,0.004,129,47896,6915
60.0,57.9,16.66,3.50,0.14,0.26,0.01,0.58,1.23,0.16,2.10,3.00,0.25,0.736,1.568,0.462,0.013,159,95516,13128
60.0,57.9,16.67,3.41,0.11,0.20,0.01,0.50,1.07,0.15,2.08,3.13,0.26,0.692,1.572,0.505,0.009,136,87688,11421
60.0,57.9,16.67,3.25,0.13,0.24,0.01,0.55,1.12,0.15,2.01,2.82,0.25,0.717,1.558,0.417,0.013,153,65112,8965
60.0,57.9,16.67,4.03,0.15,0.22,0.01,0.52,1.06,0.14,2.05,3.01,0.25,0.977,2.228,0.741,0.004,171,77320,13980
60.0,57.9,16.67,4.42,0.18,0.19,0.01,0.47,0.98,0.14,2.17,3.51,0.27,0.748,2.974,0.386,0.004,153,65340,10737
60.0,57.9,16.67,3.51,0.09,0.22,0.01,0.50,1.06,0.14,2.07,3.14,0.27,0.847,1.796,0.356,0.003,148,49556,6855
60.0,57.9,16.67,3.64,0.09,0.27,0.02,0.61,1.29,0.13,1.70,2.30,0.30,0.836,3.159,0.341,0.008,125,44128,6083
60.0,57.9,16.67,3.68,0.16,0.23,0.01,0.52,1.08,0.14,1.85,2.93,0.27,0.825,1.765,0.479,0.009,160,94192,10295
60.0,57.8,16.67,3.97,0.11,0.24,0.01,0.51,1.10,0.13,1.95,3.21,0.25,0.783,1.702,0.476,0.004,182,60552,6862
60.0,57.8,16.66,3.56,0.17,0.25,0.01,0.62,1.31,0.19,1.55,2.54,0.26,0.740,2.922,0.416,0.005,149,49120,4232
60.0,57.3,16.67,4.01,0.18,0.25,0.01,0.67,1.38,0.24,1.79,2.72,0.24,0.730,2.877,0.477,0.003,171,64396,8611
60.0,57.3,16.67,4.61,0.09,0.20,0.01,0.50,1.08,0.17,1.80,2.88,0.26,1.153,2.475,0.796,0.016,183,71252,10656
60.0,57.3,16.67,4.48,0.16,0.27,0.01,0.50,1.05,0.17,1.99,3.70,0.30,0.718,2.984,0.545,0.006,200,81512,13047
60.0,57.3,16.67,3.71,0.10,0.23,0.01,0.50,1.03,0.16,2.32,4.08,0.27,0.762,2.960,0.559,0.014,188,106060,19084
60.0,57.3,16.67,3.64,0.13,0.21,0.01,0.49,1.02,0.15,2.60,4.39,0.29,0.729,1.562,0.575,0.012,135,103656,15259
60.0,57.3,16.67,3.65,0.14,0.23,0.01,0.54,1.12,0.17,2.11,2.88,0.25,0.706,2.808,0.342,0.006,110,40640,3155
60.0,57.3,16.67,3.82,0.13,0.32,0.01,0.90,1.91,0.24,1.45,2.30,0.29,0.669,2.845,0.317,0.008,105,30328,1452
60.0,57.3,16.67,4.02,0.15,0.28,0.01,0.87,1.83,0.19,1.78,2.43,0.26,0.773,1.695,0.327,0.007,110,35608,4932
60.0,57.5,16.67,3.78,0.15,0.28,0.01,0.66,1.42,0.14,1.87,2.52,0.24,0.788,1.687,0.336,0.004,131,45628,7917
60.0,57.5,16.67,4.51,0.12,0.26,0.01,0.64,1.38,0.11,1.77,2.50,0.24,2.953,2.599,0.604,0.015,136,48852,7363
60.0,57.5,16.67,4.91,0.15,0.26,0.01,0.56,1.15,0.12,1.99,3.00,0.25,0.743,1.642,0.509,0.009,157,97304,11824
60.0,57.5,16.67,3.48,0.15,0.24,0.01,0.48,1.01,0.14,1.92,3.16,0.26,0.701,1.627,0.466,0.010,149,73672,9955
60.0,57.5,16.67,3.73,0.17,0.30,0.01,0.65,1.34,0.20,2.02,2.90,0.25,0.812,1.752,0.447,0.003,164,65988,9512
60.0,57.5,16.67,3.96,0.16,0.21,0.01,0.55,1.15,0.17,2.08,3.22,0.26,0.790,1.699,0.449,0.007,184,82404,15558
60.0,57.7,16.67,3.62,0.10,0.22,0.01,0.53,1.10,0.17,2.09,3.59,0.26,0.786,3.029,0.431,0.015,149,70248,12191
60.0,57.7,16.67,3.62,0.11,0.26,0.01,0.53,1.12,0.15,1.95,2.82,0.25,0.742,2.982,0.348,0.008,125,46880,6504
60.0,57.7,16.67,4.05,0.22,0.25,0.01,0.68,1.40,0.17,1.84,2.53,0.24,0.718,2.925,0.326,0.006,149,62524,8974
60.0,58.1,16.67,5.12,0.13,0.23,0.01,0.55,1.13,0.17,1.94,2.85,0.25,2.877,2.469,0.731,0.008,144,86644,9703
60.0,58.3,16.67,3.96,0.10,0.20,0.01,0.54,1.13,0.16,1.67,2.73,0.29,0.827,3.102,0.381,0.008,143,43316,3900
60.0,58.3,16.66,3.93,0.13,0.24,0.01,0.70,1.57,0.18,1.33,2.38,0.27,0.808,3.121,0.411,0.008,141,44560,3934
60.0,58.0,16.67,4.12,0.13,0.25,0.01,0.69,1.43,0.18,1.90,2.81,0.25,0.769,3.106,0.440,0.009,167,59816,7714
60.0,58.0,16.67,3.76,0.17,0.23,0.01,0.60,1.23,0.16,2.04,3.09,0.25,0.783,1.748,0.489,0.007,198,73296,10850
60.0,58.0,16.67,3.68,0.16,0.23,0.01,0.49,1.04,0.15,1.89,3.63,0.26,0.708,2.946,0.526,0.012,195,79472,13369
60.0,58.0,16.67,3.57,0.09,0.23,0.01,0.48,1.03,0.17,2.41,4.69,0.29,0.722,3.032,0.602,0.015,175,126180,20054
60.0,58.0,16.67,3.82,0.10,0.21,0.01,0.53,1.14,0.16,2.43,4.46,0.29,1.044,2.475,0.906,0.028,140,86892,12928
60.0,58.0,16.67,5.02,0.15,0.27,0.01,0.57,1.24,0.15,1.60,2.38,0.26,0.777,1.721,0.339,0.006,105,36616,2730
60.0,58.0,16.67,3.98,0.20,0.28,0.01,0.73,1.70,0.17,1.55,2.31,0.28,0.764,3.044,0.303,0.011,135,42720,4489
60.0,58.0,16.67,3.75,0.17,0.24,0.01,0.61,1.35,0.16,1.60,2.51,0.27,0.724,2.904,0.310,0.013,158,49052,6667
60.0,58.2,16.67,3.36,0.16,0.23,0.01,0.63,1.17,0.19,1.72,2.76,0.26,0.734,1.561,0.338,0.004,141,46200,6995
60.0,58.2,16.67,3.42,0.10,0.21,0.01,0.61,1.24,0.22,1.91,2.68,0.25,0.723,1.522,0.383,0.005,146,62076,10280
60.0,58.1,16.67,3.42,0.13,0.27,0.01,0.56,1.14,0.18,2.04,3.05,0.26,0.765,1.723,0.490,0.004,149,100052,12035
60.0,58.1,16.67,3.89,0.15,0.22,0.01,0.55,1.12,0.16,1.91,2.95,0.25,0.755,3.022,0.478,0.003,140,58616,6609
60.0,58.1,16.67,4.64,0.12,0.28,0.01,0.66,1.42,0.19,1.85,2.65,0.25,0.969,2.294,0.750,0.032,165,66200,9196
60.0,58.1,16.67,4.19,0.12,0.21,0.01,0.50,1.06,0.14,2.02,3.37,0.27,0.775,1.704,0.443,0.013,178,82136,15178
60.0,58.1,16.67,3.50,0.12,0.23,0.01,0.48,1.01,0.17,2.22,3.74,0.27,0.706,2.966,0.411,0.009,141,71880,13707
60.0,58.1,16.67,3.70,0.11,0.23,0.01,0.58,1.21,0.18,1.98,2.88,0.25,2.100,1.914,0.272,0.014,106,42472,6713
60.0,58.1,16.66,4.29,0.19,0.24,0.01,0.72,1.51,0.21,2.09,2.55,0.24,2.042,1.909,0.302,0.007,120,74212,9435
60.0,58.1,16.67,3.89,0.14,0.25,0.01,0.72,1.37,0.18,1.80,2.75,0.25,0.775,1.740,0.382,0.010,135,74188,8736
60.0,58.1,16.67,4.16,0.15,0.25,0.01,0.74,1.53,0.17,1.76,2.49,0.23,0.785,2.999,0.349,0.001,138,41612,2979
60.0,58.2,16.66,3.92,0.19,0.26,0.01,0.74,1.66,0.22,1.60,2.58,0.25,0.749,1.647,0.341,0.005,148,45056,5203
60.0,58.2,16.67,4.76,0.18,0.24,0.01,0.62,1.25,0.24,1.85,2.64,0.24,2.902,2.356,0.631,0.022,154,57176,7700
60.0,58.2,16.67,4.59,0.13,0.20,0.01,0.53,1.06,0.20,2.04,2.92,0.27,0.825,3.135,0.486,0.007,192,73444,10357
60.0,58.2,16.67,4.06,0.11,0.23,0.01,0.57,1.20,0.20,1.92,3.22,0.25,0.825,3.118,0.525,0.007,217,85124,12789
60.0,58.3,16.67,4.06,0.10,0.17,0.01,0.51,1.04,0.17,2.40,4.46,0.28,0.803,1.738,0.695,0.003,198,128676,19131
60.0,58.3,16.67,3.57,0.09,0.17,0.01,0.50,1.04,0.14,2.67,4.49,0.28,0.735,1.742,0.540,0.006,140,88068,14507
60.0,58.3,16.66,3.86,0.15,0.22,0.01,0.58,1.21,0.17,2.07,2.69,0.24,0.728,2.967,0.342,0.004,125,48888,4427
60.0,58.3,16.67,4.14,0.19,0.28,0.01,0.77,1.60,0.21,1.94,2.55,0.25,0.760,2.932,0.357,0.007,131,46932,4728
60.0,58.3,16.66,4.02,0.16,0.24,0.01,0.68,1.44,0.20,1.70,2.58,0.24,0.799,1.837,0.323,0.007,140,48240,6050
60.0,58.3,16.67,4.46,0.11,0.23,0.01,0.68,1.37,0.19,1.80,2.73,0.26,3.224,2.932,0.570,0.019,156,50624,6587
60.0,58.3,16.67,5.22,0.17,0.26,0.01,0.68,1.34,0.19,1.94,2.68,0.24,0.761,3.056,0.386,0.006,167,67068,9888
60.0,58.3,16.66,4.15,0.10,0.23,0.01,0.53,1.10,0.16,2.15,3.17,0.26,0.730,3.007,0.528,0.012,144,99764,11988
60.0,58.4,16.66,3.86,0.13,0.20,0.01,0.54,1.12,0.15,1.97,3.00,0.25,0.723,1.695,0.445,0.007,150,60964,7372
60.0,58.2,16.67,4.12,0.18,0.26,0.01,0.72,1.50,0.21,1.79,2.78,0.25,0.733,1.627,0.420,0.005,161,52844,5814
60.0,58.2,16.67,3.72,0.17,0.24,0.01,0.59,1.18,0.18,2.11,3.08,0.25,0.816,1.786,0.446,0.012,167,76592,13540
